CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
12.502-1,12/09/1955,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,17/02/2016,SP,TUPI PAULISTA,tabeliaotupipaulista@gmail.com,2024-07-05,MARIA FERNANDA GODOY AMED,NATáLIA SANTOS PIRES
12.503-9,09/03/1923,TABELIONATO DE NOTAS E PROTESTO DE NOVO HORIZONTE,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,11/09/2015,SP,NOVO HORIZONTE,fabricia_aires@hotmail.com,2014-12-19,FABRICIA AIRES DA SILVA FARACO,ANDRÉIA RAVAZI BETE
12.504-7,02/02/1981,TABELIAO DE NOTAS E PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,PATROCINIO PAULISTA,ppnotaseprotesto@gmail.com,2024-07-11,EVERSON PEIXOTO DE CASTRO,GABRIELA APARECIDA DE CARVALHO
12.505-4,12/04/1894,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,CACONDE,tabeliaocaconde@hotmail.com,2024-08-07,MATHEUS HENRIQUE GIRÓLAMO LOURENÇO,ANA BEATRIZ DE OLIVEIRA
12.506-2,10/10/1965,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,LARANJAL PAULISTA,tabeliao@tabeliaolaranjal.com.br,2024-07-11,ANDERSON ESTANISLAU DE OLIVEIRA,WILLIAM PIRES DOS SANTOS
12.507-0,03/01/1965,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,BARRA BONITA,contato@cartoriojb.com.br,2024-07-10,JOÃO BENJAMIN,ALESSANDRO ALVES PEREIRA
12.508-8,03/02/1893,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,SANTA ISABEL,tabeliao@terra.com.br,2024-07-11,DENISE KOBASHI SILVA,CELIO JOSE DA SILVA
12.509-6,22/04/1966,TABELIÃO DE NOTAS  E PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE ITAPORANGA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,ITAPORANGA,tabelionatoitaporanga@gmail.com,2024-07-10,LISIANE FARIAS FERREIRA,MERIELEN CRISTINA GÓES
12.510-4,23/04/1939,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,03/10/2024,SP,PRESIDENTE VENCESLAU,notas@cartoriopv.com.br,2024-08-19,LOURIVAL DA SILVA LOURENÇO,-
12.511-2,23/11/1957,TABELIAO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,19/12/2024,SP,CAPAO BONITO,tabnotascb@gmail.com,2024-12-13,LíGIA MARIA SILVA QUARESMA,-
12.512-0,16/02/1895,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,MORRO AGUDO,notasmorroagudo@gmail.com,2024-07-10,ALINE METZKER INACIO,ALESSANDRO PERUSSI
12.513-8,13/06/1945,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,06/12/2024,SP,MARTINOPOLIS,tabelionatodemartinopolis@gmail.com,2024-12-01,SAMANTA RIBEIRO DE SOUZA,ANDRÉ MURILLO KRUG
12.514-6,29/03/1939,TABELIAO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,29/09/2025,SP,VALPARAISO,tabeliaokosaki@hotmail.com,-,VINICIUS BORGES ZACHARINI,-
12.515-3,25/03/1939,TABELIAO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,JOSE BONIFACIO,cartoriojb@yahoo.com.br,2024-07-04,JOSE CARLOS IRENO,JULIANO JANER SABINO DA COSTA
12.516-1,30/01/1831,Tabelião de Notas e de Protesto de Letras e Títulos (Registro Civil das Pessoas Naturais e de Interdições e Tutelas),Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,MONTE MOR,notas@cartoriomontemor.com.br,2024-07-15,JOSé LUIZ RODRIGUES,ANTONIO DE PAULA
12.517-9,09/06/1927,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,02/04/2024,SP,GALIA,cartoriogalia@gmail.com,2024-07-10,ANDRÉ APARECIDO MARIANO,PAULA GISELE BARNECE PAZINI
12.518-7,20/04/1918,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS DA COMARCA DE COLINA-SP,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,17/03/2020,SP,COLINA,cartoriocolina@hotmail.com,2024-07-04,RAPHAEL SOUTO POCOL,ROSANA APARECIDA MARIANO TICHONINK
12.519-5,31/03/1920,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,18/08/2015,SP,POTIRENDABA,cartoriopotirendaba@gmail.com,2024-07-29,CAROLINE FIGUEIREDO SOARES DE ALMEIDA,VALTER CLEBER MORETTI
12.520-3,10/05/1913,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE MACATUBA-SP,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,MACATUBA,protestomacatuba@yahoo.com.br,2017-02-01,CAMILA GIBBA GOMES,FELLIPE RIBEIRO JANUÁRIO DA SILVA
12.521-1,25/02/1912,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,VOTORANTIM,cartorio@cartoriovotorantim.com.br,2024-07-12,LEANDRO BELLOTTO CAUCHIOLI,PAULA FERNANDA DE MELLO CAUCHIOLI
12.522-9,22/03/1847,Tabelião de Notas e de Protesto de Letras e Titulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,BROTAS,tabelionatobrotas@yahoo.com.br,2024-07-11,TATIANA CRISTINA DUQUE PAVONI,JOSE RODOLPHO CANTADOR
12.523-7,25/03/1954,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE FRANCISCO MORATO (OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E INTERDIÇÕES E TUTELAS),Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,SP,FRANCISCO MORATO,administracao@cartoriomoreno.com.br,2024-07-12,SUELY MARILENE MORENO,THIAGO DE AGUIRRE MORENO
12.524-5,29/12/1971,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE ILHA SOLTEIRA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,ILHA SOLTEIRA,cartorioisa@terra.com.br,2024-07-30,DENILSON FLORES,-
12.525-2,04/07/1939,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE NOVA ODESSA-SP,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,NOVA ODESSA,escriturasno@hotmail.com,2024-07-04,CéLIA REGINA ROMERA AMORIM,EVERTON LOPES DE SOUZA
12.526-0,05/12/1892,Tabelião de Notas e de Protesto de Letras e Títulos da comarca de Santa Cruz do Rio Pardo,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,SANTA CRUZ DO RIO PARDO,tabelionatosantacruz@terra.com.br,2024-07-15,DURVAL CICHETTO JUNIOR,HENRIQUE FIUZA CICHETTO
12.527-8,18/02/1884,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE SERRA NEGRA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,15/03/2024,SP,SERRA NEGRA,contato@cartorioserranegra.com.br,2024-07-05,LUCIANO CARLOS MOROTI CROTTI PEIXOTO,LUCAS DE FREITAS CARLOS
12.528-6,08/11/1964,Tabelião de Notas e de Protesto de Letras e Títulos da Comarca de Tambaú,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,TAMBAU,tabeliaotambau@yahoo.com.br,2024-07-12,THAIS RAMALHO DE OLIVEIRA,MARCELO NOGUEIRA DE CARVALHO
12.529-4,08/03/1909,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE VINHEDO-SP,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,17/09/2025,SP,VINHEDO,attilio@tabelionatodevinhedo.com.br,2025-09-15,ATTILIO BOMBONATTI TORQUATO,THAÍS MARTHA MACHADO
12.530-2,20/09/1887,TABELIONATO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,BATATAIS,silvia@tabeliaobatatais.com.br,2024-08-07,SILVIA CRISTINA REIS,ÉRILTON FERNANDO MARTINS RODRIGUES
12.531-0,31/05/1897,Tabelião de Notas e de Protesto de Letras e Títulos de Bebedouro,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,BEBEDOURO,tabelionatocampos@gmail.com,1991-04-01,CARLOS ROBERTO SETONYE DE CAMPOS,CATARINA SETONYE DE CAMPOS
12.532-8,24/03/1928,Tabelião de Notas e de Protesto de Letras e Títulos de Buritama,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,BURITAMA,tabeliaoburitama@hotmail.com,2024-07-12,ALEXANDRE CARUZO,-
12.533-6,13/06/1945,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE CAMPOS DO JORDÃO,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,17/02/2016,SP,CAMPOS DO JORDAO,contato@cartoriocj.com.br,2024-07-04,GUSTAVO PAULA LEITE ROCHA JUNIOR,RODRIGO PADOVEZI
12.534-4,29/09/1968,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE CARDOSO/SP,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,CARDOSO,tabelionatodenotascardoso@outlook.com,2024-07-13,PAULO DAVI JABUR DAMIÃO POLETE,ISABELA DUANY AIDAR MONIZ
12.535-1,16/06/1945,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS DE CONCHAS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,31/01/2024,SP,CONCHAS,notasconchas@uol.com.br,2023-11-01,JONAS MATIAS FAGUNDES,DÉBORA MARIA PALADINI
12.536-9,02/03/2001,TABELIÃO DE NOTAS E PROTESTO DE DRACENA,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,12/07/2024,SP,DRACENA,sac@tabeliaodracena.com.br,2024-07-12,JOSE ADAILDON ARRUDA DE FREITAS,DJALMA DONISETE RAGASSI
12.537-7,24/06/1964,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE GUARIBA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,GUARIBA,angelisneto@hotmail.com,2024-08-02,JOÃO DE ANGELIS NETO,PASCHOAL DE ANGELIS NETO
12.538-5,10/05/1893,TABELIAO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,IGUAPE,tabeliaoiguape@gmail.com,2024-07-15,ARTHUR LISBOA HENRY,RENATA DE LIMA REIS MATIAS
12.539-3,13/01/1969,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE JACUPIRANGA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,JACUPIRANGA,ntptjacupiranga@gmail.com,2024-07-14,DANILO FELIPPELLI,JAQUELINE MAIARA DE MORAES GOMES
12.540-1,19/12/1969,Tabelião de Notas e de Protesto de Letras e Títulos de Mairiporã,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,MAIRIPORA,tabeliaomairipora@bol.com.br,2024-07-08,JOSÉ GERALDO BERTINI JÚNIOR,RENATO DE SOUSA
12.541-9,29/04/1953,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,03/10/2025,SP,MIRANDOPOLIS,tabelionatomirandopolis@yahoo.com.br,-,BRUNO FERNANDO LOURENÇO,-
12.542-7,31/03/1955,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE MONTE AZUL PAULISTA-SP,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,MONTE AZUL PAULISTA,cartoriomassoneto@gmail.com,2024-07-08,JOÃO FRANCISCO MASSONETO,JOSE ETTORE GONÇALES
12.543-5,25/02/1955,Tabelião de Notas e de Protestos de Letras e Títulos de Nhandeara,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,25/04/2017,SP,NHANDEARA,cartoriodenhandeara@gmail.com,2024-07-15,ALYNE YUMI KONNO,OTANIEL DE SOUZA ASSIS
12.544-3,04/02/1969,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS DE PALMEIRA D´OESTE,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,"PALMEIRA D'OESTE",tabeliaopalmeiradoeste@gmail.com,2015-07-01,ELIANE JACQUELINE RIBEIRO GUIMARAES,ALBERTO CORREIA DOS SANTOS
12.545-0,05/05/1939,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE POMPÉIA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,16/04/2020,SP,POMPEIA,tabeliao_pompeia@hotmail.com,2020-02-11,FAUZI MOZES JACOB,LUCAS HENRIQUE ZANCHETTIN
12.546-8,29/04/1968,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS DE RIBEIRÃO PIRES,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,RIBEIRAO PIRES,guilherme@tabeliaoribeiraopires.com.br,2024-07-11,GUILHERME BOTTA TABACH,WALDYR FELIPE TABACH
12.547-6,12/12/1892,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE SANTA RITA DO PASSA QUATRO,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,13/07/2021,SP,SANTA RITA DO PASSA QUATRO,tabeliaosantarita@gmail.com,2024-07-15,PEDRO SANTOS ASSUNÇÃO DE OLIVEIRA,-
12.548-4,04/04/1965,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DE VIRADOURO,Privatizada,Notas / Protesto de Títulos,Ativo,CONVERSÃO EM DILIGÊNCIA,07/12/2023,SP,VIRADOURO,tabelionatoviradouro@hotmail.com,2024-07-12,MARCELO CLEMENTINO,ALINE SALES BUZZO
12.549-2,02/05/1928,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,17/02/2016,SP,SANTO ANASTACIO,notas@cartorioanastacio.com.br,2024-07-12,LOURIVAL DA SILVA LOURENÇO,VALDEMIR DA SILVA LOURENÇO
12.550-0,16/11/1965,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS E FRANCO DA ROCHA,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,FRANCO DA ROCHA,annacarolina@cartoriofrancodarocha.com.br,2011-10-01,ANNA CAROLINA BERNARDI DA CUNHA,VIVIANE CRISTINA ROSA MACHADO DE ALEXANDRE
12.551-8,17/01/1920,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,02/04/2024,SP,MARACAI,cartorio.maracai@gmail.com,2024-04-01,ELISA MARTINS MASSON,DANIELA CRISTINA MRACHNA
12.552-6,24/09/1965,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS.-,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,10/05/2024,SP,URUPES,tabelionatogasque@hotmail.com,2024-07-18,FRANCINE OLIVEIRA QUEVEDO,ALESSANDRA MORALES MARTINEZ GASQUE RUIS
12.553-4,01/03/2001,TABELIÃO DE NOTAS E DE PROTESTO DE PIEDADE,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,PIEDADE,taisguilherme@hotmail.com,2024-07-05,TAÍS GUILHERME DE BARROS BATISTA,DENIS HENRIQUE DE OLIVEIRA MANZATO
12.554-2,29/05/1966,Tabelião de Notas e de Protesto de Títulos e outros Documentos de Dívidas,Privatizada,Notas / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,SP,ANGATUBA,valdir.notasangatuba@gmail.com,2024-07-04,VALDIR ANTONIO CERRI,EMíLIA CERRI
12.555-9,29/05/1959,Tabelião de Notas e de Protestos de Pedregulho,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/06/2021,SP,PEDREGULHO,cartoriopedregulho@gmail.com,2024-07-12,MARCELO DE OLIVEIRA SILVA,-
12.556-7,03/06/1959,TABELIÃO DE NOTAS E DE PROTESTOS DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,SAO JOAQUIM DA BARRA,cartoriosaojoaquim@hotmail.com,2024-07-12,MARIA LYDIA GOMES FLORA,MARCELA REZENDE PEDRO MORILA
12.557-5,05/04/1979,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,21/02/2019,SP,MIRANTE DO PARANAPANEMA,tabeliaomirante@hotmail.com,2024-07-18,RICARDO ALESSANDRO MIRANDA ZULLI,EDNA SOARES DOS SANTOS
12.558-3,12/05/1901,Tabelião de Notas e Protesto de Títulos e Letras,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,SAO SEBASTIAO,segcartnotasseb@uol.com.br,2024-07-31,BENEDITO ANTONIO DE JESUS FILHO,CARLOS AUGUSTO MOURA DO PRADO
12.559-1,20/12/1963,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,02/04/2024,SP,PRESIDENTE EPITACIO,notaseprotesto.epitacio@hotmail.com,2024-07-15,MAIARA SANCHES MACHADO ROCHA,LEYLANE SUELEN CAVALCANTE
12.560-9,24/01/1893,TABELIAO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,SOCORRO,tabelionatodesocorro@gmail.com,2024-07-10,JOSE EDUARDO SOUZA DIAS,CLÉLIA CRISTINA SOUZA DIAS
12.561-7,05/08/1896,TABELIÃO DE NOTAS E DE PROTESTOS DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,JAGUARIUNA,jaguariuna@tabeliaojaguariuna.com.br,2024-07-11,MATHEUS TREVIZAN CARRIEL,VALQUIRIA ANIBAL BARBOSA
12.562-5,21/01/1956,TABELIONATO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,14/03/2024,SP,AGUAS DE LINDOIA,protestoaguas@hotmail.com,2023-11-01,FELIPE ANTONIO ABREU MASCARELLI,ANTONIO DORIVAL DA SILVA OLIVEIRA
12.563-3,10/04/1907,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,03/04/2024,SP,COSMOPOLIS,cartcosmopolis@hotmail.com,2024-07-16,DANIEL DE ARAÚJO CORRÊA,PRISCILA MALAGON SIMÕES DE ALMEIDA
12.564-1,30/04/1928,Tabelião de Notas e de Protestos de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,PIRATININGA,contato@tabelionatopiratininga.com.br,2024-07-08,ALEXANDRE ALVES COSTA,DANIEL BAENA BENTO
12.565-8,20/02/1981,Tabelião de Notas e de Protesto de Letras e Títulos de São Simão,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,SAO SIMAO,tabelionatosaosimaosp@gmail.com,2024-07-10,FRANCIANE DE MELO CASTRO,LIGIA PATRICIA MARTINS
12.566-6,01/01/1939,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2021,SP,NOVA GRANADA,tabeliaonovagranada@gmail.com,2024-07-15,DANIEL MARTINS LIMA FARIA,-
12.567-4,25/04/1965,Tabelião de Notas e Protesto de Letra e Titulos,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,ALTINÓPOLIS,tabeliao.alt@hotmail.com,2024-07-17,THAIS BORGONOVO BARROTE,EMILIANO PAIVA RODRIGUES ROSA
12.568-2,22/01/1981,Tabelião de Notas e 2º Tabelião de Prostesto de Letras e Títulos de Guaíra SP,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,GUAIRA,cartorioreis@cartorioreis.com,2024-07-11,LUIS CLAUDIO REIS DE OLIVEIRA,GABRIELE CRISTINA FERRO DE ALBUQUERQUE
12.569-0,05/05/1962,TABELIAO DE NOTAS E PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,05/08/2015,SP,SANTA FE DO SUL,notas@cartoriosantafe.com.br,2015-07-01,LUCAS MAGALHãES DE SOUZA,PRISCILLA BAIÃO ANTÔNIO DE PAULA
12.570-8,18/10/1892,TABELIAO DE NOTAS E PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,DOIS CORREGOS,tabeliao@conectcor.com.br,2024-07-04,MARCOS ANTONIO SANTORSULA,THOMAZ FRANCISCO SANTORSULA CANTADOR
12.571-6,03/04/1960,TABELIÃO DE NOTAS E PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,17/02/2016,SP,TEODORO SAMPAIO,cartorioteodoro@hotmail.com,2024-07-15,CARLOS EDUARDO GARCIA,-
12.572-4,19/03/1809,Tabelião de Notas e de Protestos de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,17/02/2016,SP,SAO LUIS DO PARAITINGA,tabeliaonotasslp@yahoo.com.br,2024-07-25,JULIANA QUEIROZ SILVESTRE,-
12.573-2,04/04/1939,TABELIAO DE NOTAS E PROTESTO DE ANDRADINA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,10/11/2023,SP,ANDRADINA,cartorioandradina@gmail.com,2023-10-31,DIOGO SOARES CUNHA MELO,GUILHERME JOSÉ DA SILVA ARANTES
12.574-0,20/02/1871,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE AGUDOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,14/03/2024,SP,AGUDOS,tabeliaoagudos@uol.com.br,2024-07-05,ANTONIO BRAIDE SERAFIM,GABRIEL SORMANI BRUNO
12.575-7,11/12/1954,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,26/03/2025,SP,GETULINA,cartorionotarialgetulina@gmail.com,2025-03-24,PAMELLA TARDIN,-
12.576-5,10/09/1878,TABELIÃO DE NOTAS E PROTESTO DE LETRAS E TÍTULOS DE CASA BRANCA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,13/07/2021,SP,CASA BRANCA,cartoriocasabranca@gmail.com,2024-07-05,VICTOR FURLAN SABBAG,PATRÍCIA FAJIOLI VIEIRA
12.577-3,13/06/1945,TABELIÃO DE NOTAS E PROTESTO DE LETRAS E TITULOS,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,17/02/2016,SP,QUATA,tabelionatoquata@hotmail.com,2024-07-16,CHARLEINE TEIXEIRA DINEGRI,-
12.578-1,06/03/1937,Tabelião de Notas e de Protesto de Letras e Títulos,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,02/09/2024,SP,PIRAPOZINHO,cartoriopirapozinho@gmail.com,2024-09-02,PRISCILA SAITO POLIDO,GRAZIELA SANCHES DA SILVA
12.579-9,19/03/1881,TABELIÃO DE NOTAS E PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE SANTA BRANCA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,14/05/2024,SP,SANTA BRANCA,tabsantabranca@hotmail.com,2024-07-15,ANA LUIZA CAMPOS SILVA DE SIQUEIRA,-
12.580-7,07/04/1932,Tabelião de Notas e Protesto de Letras e Títulos de Capivari,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,CAPIVARI,cartoriocapivari@terra.com.br,2024-07-11,PEDRO MARTINS MASSON,ABNER LEITE DE PAULA
12.581-5,09/05/1842,TABELIÃO DEL GUÉRCIO,Oficializada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,ITAQUAQUECETUBA,delguercio@delguercio.com.br,2011-10-03,ARTHUR DEL GUERCIO NETO,LUCAS BARELLI DEL GUéRCIO
12.582-3,11/05/1928,TABELIÃO DE NOTAS E DE PROTESTO DE LETRAS E TÍTULOS DA COMARCA DE PARAGUAÇU PAULISTA,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2010,SP,PARAGUACU PAULISTA,cassialm@yahoo.com.br,2024-07-10,CÁSSIA LACERDA MANTOVANI,FRANCISCO CARLOS DOS SANTOS
12.583-1,11/03/1920,Tabelionato de Notas e de Protesto de Letras e Títulos de Pirajuí/SP,Privatizada,Notas / Protesto de Títulos,Ativo,VAGO,24/04/2024,SP,PIRAJUI,contato@cartoriopirajui.com.br,2024-07-15,RICARDO DANIEL BINI,ANDRE LUIS DE OLIVEIRA VIRGILIO
12.584-9,20/03/1915,TABELIÃO DE NOTAS E PROTESTO DE LETRAS E TITULOS - GUARÁ(SP),Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,26/03/2014,SP,GUARA,fabio.leghetti@uol.com.br,2024-07-15,FABIO LEGHETTI,-
